,brand_name,price,pred,name,name_token,item_description
129120,_missing_,210.0,28.2814118513,for carolyn only,for carolyn only,white beauty
63069,PINK,209.0,28.1372647735,bundle deal,bundle deal,will ship today
23575,_missing_,0.0,6.229331373,small crystals free ship!,small crystals free ship,"thirteen pretty little crystals! amethyst, smokey quartz, blue apatite, jasper, fluorite, shark tooth, rose quartz, needlepoint quartz & opalized wood. perfect for wire wrapping!"
72125,_missing_,190.0,25.3769682568,joker pop funko!,joker pop funko,bank robber pop funko and chase joker pop funko both in pop protectors. price is firm. joker suicide squad pop
71838,_missing_,206.0,27.5166931435,resmed airsense 10,resmed airsense 10,no description yet
862,Fitbit,151.0,19.9205234252,fitbit blaze brandnew + screen protector,fitbit blaze brandnew screen protector,brand new fitbit blaze interchangeable bands - original box & charger never opened free screen protector w purchase (: have 2 available have 1 fitbit flex 2 avail (black) similar to fitbit alta fitbit surge fitbit charge hr fitbit charge 2 valentines day fitness watch smart watch recieve calls and read texts watch date multi sport tracking fitness trainer [built in workouts] heart rate hr tracker
33125,_missing_,0.0,6.32670746067,porcelain l.a. girl hd pro concealer,porcelain la girl hd pro concealer,"for other and bundles, please message me. l.a. girl hd pro concealer [rm] for 1 [rm] for 2 [rm] for 3 [rm] for 4 [rm] for 5 i usually ship within the same or the next business day. brand new. never used all my items are 100% guaranteed authentic and i try to be as honest as i can to give their true descriptions if you are truly dissatisfied with your purchase, please contact me within 3 days and i will work with you. please let me know if you have any questions or doubts or if you need additional information/pictures."
11667,_missing_,112.0,14.3785765371,97,97,40
35083,_missing_,106.0,13.483478877,american girl doll pollo outfit,american girl doll pollo outfit,good doll no included
4525,Kate Spade,6.0,50.8102394424,kate spade reserved,kate spade reserved,archerrrstar please comment to get the purse and i will change the $
27458,Barbie,100.0,12.579042212,reserved barbie bundle option #2,reserved barbie bundle option 2,includes the pink & black outfiit
37329,_missing_,219.0,28.5717181235,professional camera,professional camera,bought it but don't have time to use it due to working. it's best to sell for someone who want to use it and love to explore.
142505,Canon,8.0,66.0223180785,canon rs-60e3,canon rs60e3,remote switch.
74060,_missing_,200.0,25.9462997954,paintball axe,paintball axe,do not buy unless we have discussed the gun
78032,PINK,205.0,26.5994991069,new pink victoria's secret bling medium,new pink victoria ' s secret bling medium,"brand new, size medium"
40235,_missing_,319.0,41.8366729464,reserved bundle vintage sterling silver,reserved bundle vintage sterling silver,vintage cigarette box and round box.
98337,Saint Laurent,1206.0,160.459855496,ysl purse and shoes combo,ysl purse and shoes combo,ysl small monogram purse (new) and skate shoes in a 37 1/2 (used with box)
100363,_missing_,206.0,26.6126992475,squishy bundle,squishy bundle,brand new in packaging may have manufacturing defects
90751,_lo_count_,230.0,29.8094223032,dainese sp-r jacket,dainese spr jacket,"this is a slightly used dianese sp-r motorcycle jacket. i bought it in the summer when i purchased my first sport bike. after 2 times use i sold the bike for a cruiser and no longer want this style jacket. it is very agile, and very protective these jackets are amongst the top of the line gear retail price is [rm] the size is medium!"
139770,Sephora,114.0,14.3149384733,10 makeup geek duochrome singles,10 makeup geek duochrome singles,will come with a small sephora z palette they are swatched or used once or twice
32919,Prada,350.0,45.6714243072,prada bag,prada bag,"authentic ,leather good condition"
14220,Louis Vuitton,300.0,38.9907958628,brand new louis vuitton pouch wristlet,brand new louis vuitton pouch wristlet,no holds!!! price is firm!!!
22440,_missing_,53.0,6.11406554559,beads,beads,free shipping [rm] off
82197,_missing_,250.0,31.8558763083,isagenix 30 day weight loss*hold*,isagenix 30 day weight losshold,30'day weight loss and master cleanse. retails for [rm]. my loss is your gain. all new. free shipping
106164,_missing_,120.0,14.7997008803,40 prints custom listing,40 prints custom listing,40 random prints none repetitive and laminated.
106044,Yeti,215.0,27.1855150424,yeti 45 qt cooler,yeti 45 qt cooler,slightly used price is not changing
80676,_missing_,149.0,18.5716278054,essie 49 nail polishes,essie 49 nail polishes,39 essie nail polishes. some not even swatched
59655,_missing_,100.0,12.1627304154,mercedes door mirror cover with light,mercedes door mirror cover with light,mercedes never used new fits s-class e-class c-class never been used purchased and realized it didn't fit on my model no scuff or scratches howell straight out of the box
29644,Apple,80.0,9.55462266062,iphone 6 and 7+ phone case,iphone 6 and 7 phone case,iphone 6 and 7+ phone case only #louisvuitton
44812,_missing_,3.0,29.6999149961,alabama 40 hour work week vinyl!,alabama 40 hour work week vinyl,"40-hour week is the ninth studio album from country music band alabama. released in 1985, the album included three songs that topped the billboard magazine hot country singles chart and continued the band's dominance during the 1980s. awesome condition minus one small rip in bottom corner. record and dust jacket is mint!"
42580,Cole Haan,409.0,52.3110881946,cole haan marina otk boots,cole haan marina otk boots,no description yet
60485,_missing_,100.0,12.1263572893,indian straight human hair,indian straight human hair,"20""18""18"" 3 bundles"
3979,PINK,318.0,40.4252603552,mandykay016,mandykay016,multiple nwt cheetah bling items and hat for mandykay016 only.
109478,_missing_,3.0,29.8154972762,2017 pokemon wallets,2017 pokemon wallets,"yellow, three pockets, the size of your everyday wallet to carry allowance or even pokemon cards!"
136784,_missing_,150.0,18.3526691599,bundle for thramm,bundle for thramm,2 rocks 5 instantly ageless 2 kylie
144824,_missing_,205.0,25.3794416081,[rm] home depot giftcard,rm home depot giftcard,hey i am selling a [rm] home depot giftcard card can be used at any home depot ships out same day
15174,Mary Kay,160.0,19.4119232633,mary kay pkg for scoutpayne,mary kay pkg for scoutpayne,"12 lip glosses, 1 onyx, 9 clove, 5 gingerspice & 4 cranberry ice."
61636,_missing_,280.0,34.5182267872,storybook cosmetics genuine wand brushes,storybook cosmetics genuine wand brushes,these are genuine storybook cosmetics wand brushes. limited addition. they will not be available for purchase again. these have never been used and include all original packaging.
62482,MGA Entertainment,175.0,20.9666172068,lol dolls surprise balls (18),lol dolls surprise balls 18,includes (18) new unopened surprise dolls smoke-free home
1310,Lancome,122.0,14.1741747818,anti-strees moisturizing overnight serum,antistrees moisturizing overnight serum,new! ships fast! helps to remove wrinkles and dark circle. protects against harmful uva/uvb rays. apply on face and neck for getting soft and smooth skin. 2
128106,American Girl  ,288.0,34.5736709569,bundle for sg,bundle for sg,on hold
42612,_missing_,88.0,9.93937045236,free shipping lip stick,free shipping lip stick,"welcome to our store! dear friends, this product quantity is limited, limit 2 per customer, rushes to purchase fast! free shipping + brand new + merry christmas 100% brand new how long will it take to get my order? we will ship within 2-3 days, it will take around 5-7 business days to arrive. package include: 1* kylie holiday box @kylie holiday box,christmas gifts. wish you a happy shopping! [@kyhb]"
123239,Coach,329.0,39.4783075385,coach bags (6),coach bags 6,reserved!!!
17583,_missing_,150.0,17.4947496194,snapon standard wrench set,snapon standard wrench set,snapon tools
52294,_missing_,70.0,7.64662024417,opi* black label*,opi black label,vhtf new orleans mardi gras * from 1991* full. authentic. needs really good shake.
116048,_missing_,210.0,24.6439558881,padlock gg supreme,padlock gg supreme,wallet cross body
134161,Logitech,200.0,23.4201986586,logitech g27 steering wheel and pedals,logitech g27 steering wheel and pedals,this is the logitech g27 steering wheel with pedals and shifter works with pc and ps4.nothing wrong with it just don't have time to use it!
31884,Nintendo,3.0,32.0061462306,3ds face plates,3ds face plates,my 3ds was stolen and i replaced it with the larger size so i don't need these anymore! front side is isabelle from animal crossing and the back is black & white polka dots comes with instructions these are for the newest model 3ds - small size not xl
15790,_missing_,150.0,17.2065917567,2.32ct cushion moissanite,232ct cushion moissanite,extra photos duplicate listing
57733,Robeez,0.0,7.31694788871,robeez 0-6 month sherling lined moccs,robeez 06 month sherling lined moccs,"size 0-6 months, suede robeez moccasins with a faux sherling lining. comes from smoke/pet free home."
42159,Tory Burch,12.0,107.567246354,tory burch brown boots,tory burch brown boots,"in good condition. comes with box and dust bag. with slight signs of used. scuffs on the bottom, littles scratches and wrinkling."
74235,_missing_,115.0,12.8331778571,revised* mare7777,revised mare7777,18 items free surprise clothing
10066,Samsung,205.0,23.5494096551,"samsung 27"" curved led monitor",samsung 27 curved led monitor,no description yet
39644,_missing_,169.0,19.2478232314,halo ring light,halo ring light,"make pictures look amazingly light up. perfect for make up artist and photography. used about 5 times. -comes with canvas travel bag with shoulder strap -7' 120v ac plug in power cord. -14"" diva ring light. -ring light 5400k florecent bulb. -diffusion cloth. - also has a spot to hold a smart phone -dimmable ring light feature -tilting mount for light stand. i will also include the ring light stand!!"
75186,Gucci,350.0,40.7621518784,-reduced [rm]--gucci shoulder bag,reduced rmgucci shoulder bag,"i believe this style is called sukey. it's a medium size 15 inches long at bottom by 18"" from center top to bottom n 5 inches wide. has gold tone hardware. no major stains on inside. had for about 4-5 years and no major damage such as tears, rips, stains, etc. smoke free hm. needs a new hm. accepting reasonable offers to ship out next day! i think i still have the dust bag but not sure n the gold booklet care cards. i'll post more pics to serious buyers."
47946,_missing_,110.0,12.1891512717,2 bundles of jewelry,2 bundles of jewelry,2 bundles of jewelry.
48650,David's Bridal,9.0,83.8742118079,prom dress,prom dress,"brand new - size 10 altered to a size 6, can be taken out! it's from davids bridal"
116524,_missing_,5.0,50.1087431863,hold for judy art nouveau saphiret,hold for judy art nouveau saphiret,"this amazing, romantic piece dates to the early 1900's. it features two pieces of extremely rare saphiret glass. one open set oval and one closed back heart! saphiret glass was only made from the late 1800's to the mid 1900's by adding real gold to sapphire colored glass. this piece measures approx. 2"" long by 1"" wide and is gold washed copper on a 20"" antique 9kt rose gold chain (tested). a true collectors piece! please see my other listings for more great vintage jewelry!"
53726,Nike,100.0,10.7992458534,nike samples sz 7,nike samples sz 7,"decent condition, extremely rare free shipping!"
135099,ColourPop Cosmetics,0.0,7.58588074013,colourpop ultra matte monday liquid lip,colourpop ultra matte monday liquid lip,"colourpop cosmetics ultra matte lipstick in monday. only swatched + authentic n will come with original box and a booklet. the boldest formula of our liquid lipsticks - in one smooth swipe, you ll get intense color payoff that dries down to a super matte, transfer-proof finish. play hooky in this warm peachy beige. #colourpop #monday #lipstick #liquidlip #ultramatte #makeup #liquidlipstick #cute #colourpopcosmetics #goth #emo #scene"
130548,Pokemon,138.0,15.0398370106,4 pokemon xy unopened cases,4 pokemon xy unopened cases,"you are buying 4 cases of 60 each pokemon xy booster packs. 1 case of primal clash, xy, flashfire, and furious fist. cases have not been opened and packs inside have not been weighed or touched. any question feel free to ask"
15603,_missing_,150.0,16.3137968372,full roll of 90% silver quarters,full roll of 90 silver quarters,random dates 1964 and older silver quarters tags: silver coins for sale silver bullion vintage collectibles coin collection washington quarter pcgs slab silver dollar old currency
102334,Lululemon,16.0,147.42580629,align pant ii reserved for chicksrule,align pant ii reserved for chicksrule,reserved!!! nwt size 4 black cherry nulu material high rise 7/8 length sold out color price is firm and non negotiable
98856,_missing_,160.0,17.3163814465,lot of 52 blu ray movies,lot of 52 blu ray movies,blu ray movies [rm] each or the more you buy the more you'll save!!! no holds. lot of 52 blu ray movies
60855,Sephora,331.0,36.5458551232,large kylie jenner cosmetics lip kit lot,large kylie jenner cosmetics lip kit lot,"100% authentic purchased from kylie cosmetics. lot contains 8 nib lip kits: true brown k, 22, dolce k, candy k, kourt k, poise k, koko k and mary jo k. also contains 3 metal matte lipsticks: riegn, king k and heir. and finally kyle good in ""like"". several are sold out. just looking to get back what i spent and get rid of! (i'm moving and need it gone). free ship. note: i bought in bulk to give as bridesmaid/wedding party gifts, but we postponed the wedding for a year (my bestie got deployed and i want her by my side). moving and don't want to bring with me, plus i don't want them to go bad in the next year :/ please no low balls, just wanting to recoup"
115462,_missing_,125.0,13.0963033724,hold for vana!!!!!,hold for vana,3 pairs of earrings and 2 bracelets.
87988,_missing_,206.0,22.1256720485,handmade knit blankets!! 300g,handmade knit blankets 300g,"posting for a friend, she makes these custom to what size and color you want. turn around time is 1 day. cotton yarn is thick and so soft you will fall asleep touching it!!!"
79579,_missing_,100.0,10.2825612418,gastric care,gastric care,1 activator only 1 mixing container
118394,_missing_,110.0,11.3989614198,rooster,rooster,brand new.. straps not included
130318,_missing_,194.0,20.4108553889,500 forever stamps,500 forever stamps,25 books of 20 first class forever stamps
48936,_missing_,4.0,44.6992219309,yeezy fire as key chain sply 350,yeezy fire as key chain sply 350,this extra hot fire keychain . a sneaker head must cause flexing is what we do.
121690,_missing_,256.0,26.8043782614,2 sets beyond the shave hold for krysta,2 sets beyond the shave hold for krysta,rodan + fields beyond the shave - 2 sets
115754,_missing_,199.0,20.6173124871,4 perfumes+ highlighters reserved,4 perfumes highlighters reserved,no description yet
118392,_missing_,450.0,47.617828841,bundle bundle,bundle bundle,"all new with tags, perfect condition. 5 fanfare vera tote, 10 zip round wallets, 8 small cosmetic bags. 85 checkbook covers."
146637,_missing_,270.0,28.2062451488,nordstrom store credit,nordstrom store credit,nordstrom gift card. [rm] balance. brand new. pin has not been scratched off. comes with receipt to show proof.
137594,Bench,254.0,26.4716540924,bench made infidel knife,bench made infidel knife,bench made infidel knife black class auto open brand new.
34799,_missing_,120.0,12.0021791849,50 pairs pink socks + 10lanyard,50 pairs pink socks 10lanyard,no description yet
122747,_missing_,123.0,12.3130201388,10 sportband 42mm and 10 case,10 sportband 42mm and 10 case,new same as photo shown generic brand size 42m s/m
97489,TopShop,270.0,28.0452706632,kate moss for topshop dressy dress,kate moss for topshop dressy dress,"georgeous silver dressy dress , size 8 usa , reg price [rm]"
40415,_lo_count_,315.0,32.8516126778,ingersoll rand li-lon 1/2 inch,ingersoll rand lilon 1 2 inch,brand new kit 19.2v cordless impact kit
64313,Disney,149.0,15.0384314089,disney precious moments,disney precious moments,no description yet
121028,Mudd,0.0,8.35869202792,women's tank top size xl peach tye dye,women ' s tank top size xl peach tye dye,women's top size xl tank tye dye orange mudd
109219,_missing_,155.0,15.6674195544,micheal kors gold neckless and bracelet,micheal kors gold neckless and bracelet,micheal kors gold padlock neckless and bracelet.
79811,Dooney & Bourke,9.0,92.6513302756,dooney pocket shopper,dooney pocket shopper,"awesome rare dooney shopper. used once. i'm seeking this bag in red, natural or chestnut."
144758,_missing_,135.0,13.5069056511,"lp gwp beach mat, game bag & cup holder",lp gwp beach mat game bag cup holder,"brand new (only taken out of the box for pictures) lilly pulitzer's most recent gwp the beach mat and the game bag in dive in! the mat folds up nicely, has a strap, a large zip-pouch, and is adjustable so that you can recline at just the right angle. the game bag has a checker board on one side and a bat gammon board on the other side, inside the large opening is a small zip pouch that holds all of the brightly colored game pieces. they are beautiful!! comes from smoke free/pet free home."
67391,Schwinn,160.0,16.1582678094,schwann stingray bike for jw perry,schwann stingray bike for jw perry,schwinn stingray orange county chopper bike is in excellent condition. bike will be taken apart and include all parts in package prior to shipping. bike has been disassembled and ready to ship. pic of disassembled uploaded. thanks
49671,O'Neill,0.0,8.45863991872,o'neill long sleeve shirt,o ' neill long sleeve shirt,no stains/ holes
25798,_missing_,236.0,24.0235830482,used ferragamo vara red crossbody bag,used ferragamo vara red crossbody bag,no description yet
76183,_missing_,156.0,15.5413828639,fishing,fishing,no description yet
69488,_missing_,315.0,31.7165073379,vanity mirror,vanity mirror,"vanity mirror 20 light chrome finish, control for on/off light, bulbs not included..."
76617,Louis Vuitton,706.0,72.0445323472,lv set,lv set,message me for more pictures and actual authenticity favorite pm & pouch clefts change / cardholder in daimer azur pattern.
128427,PINK,290.0,28.9441072241,  for tristy 2014 vs dog sets,for tristy 2014 vs dog sets,all in perfect condition! dont purchase unless this is for you :)
115427,_missing_,0.0,8.7579612884,triceratops on a crystal,triceratops on a crystal,weird little item. it's a triceratops sitting on top of a purple crystal formation. has a triceratops face plate. part of my proceeds are now going to the morris animal foundation to help fight feline leukemia. bundle on my page and save 15% off the bundled price. 8/4/17
124830,Lululemon,7.0,77.6590575114,lululemon skinny will herringbone 8,lululemon skinny will herringbone 8,"amazing condition, size 8 could also fit a size 6 though. this material is thicker than the normal luon material. in my opinion skinny wills are the best lululemon pants ever. feel free to ask questions. listing only for skinny will pant."
107633,_lo_count_,254.0,24.9274212161,longines watch dolce vita,longines watch dolce vita,longines dolce vita watch fits a 6.75 inch and i have 1 extra link. battery works.
122213,_missing_,5.0,58.2464052394,rodan & fields serums,rodan fields serums,wanting to try an amazing liquid gold product? here it is!! 1 night renewing serum (blue cap) 1 lip renewing serum ( silver cap) *****instructions included*+*****
14633,_missing_,139.0,13.0444901378,18k pure gold infinity necklace,18k pure gold infinity necklace,pure and solid gold not plated not filled pawnable
87987,_missing_,0.0,9.05593638989,maroon bodysuit,maroon bodysuit,"maroon, nylon material (stretchy) , size m free shipping!!!!"
77239,_missing_,0.0,9.06192882218,girls long sleeve shirts,girls long sleeve shirts,pajama material girls shirts. size 5/6. left one has a hood.
97659,_missing_,254.0,24.1762223837,subpac m2 sound system,subpac m2 sound system,"subpac m2 is a transformative wearable audio technology that converts sound into high fidelity vibrations you can feel. sound pulses through your body with music, gaming & vr, creating a fully immersive experience. features subpac m2 makes things you enjoy far more exciting and immersive. subpac m2 works with the gear and devices you already have. innovative design allows for in-home or active use. technology used by audio professionals in games, movies & music."
53829,Carter's,100.0,8.91615837459,carters baby boy pj pant shirt top set,carters baby boy pj pant shirt top set,brand new with tags! size 12 months please note this is missing a shirt bundle listings to save!
93184,_missing_,0.0,9.18985499874,dora pillow case,dora pillow case,excellent condition pet friendly smoke free home
1331,_missing_,0.0,9.22472404908,bike locks for cheap,bike locks for cheap,used bike lock won t get your suff stolen so hmu
70814,American Girl  ,0.0,9.22578146395,american girl doll craft!!,american girl doll craft,make your very own fancy flower wreath! - very pretty - fun to make
49107,_missing_,309.0,29.3043518465,10 palette bundle,10 palette bundle,also includes semi and benifit
99407,_missing_,275.0,25.8142123195,flir c2 thermal image camera,flir c2 thermal image camera,flir thermal image camera thouch screen selective thermal pics or regular pic.
45672,_missing_,449.0,41.9008694963,holding for juergen klopp strip bundle,holding for juergen klopp strip bundle,16 brand new boxes of 50 test strips each. all brand new unopened. exp 01-31-2019 for some boxes and a few are 08-31-2018. freestyle lite brand.
64027,Funko,100.0,8.61556436641,funko pop franken berry,funko pop franken berry,came with a paint flaw on left eye pay pal only!!
81693,Disney,473.0,43.9103547488,disney bundle various goodies,disney bundle various goodies,disney bundle includes roz ornament tinker bell pillow license plate alice pillow towel cruella minnie shirt 2nd minnie shirt white marie cup woody cup dooney crossbody star wars hat stationary star wars water bottle christmas throw vb lunchbox/cosmetic case white minnie shirt cinderella shirt minnie bow shirt mickey shirt minnie crocs star wars mug star wars mug 8 jungle book tsum tsum
106267,_missing_,234.0,21.1920705192,2016-17 dr collins pcat study guide,201617 dr collins pcat study guide,"new, it comes with all the updates and extra practice tests."
94524,_missing_,130.0,11.3518711189,brand new z-coils!,brand new zcoils,"z-coil  builds footwear to relieve foot, knee, leg and back pain. z-coil is the original spring shoe since 1995, and has been featured on good morning america, the doctors, usa today and wired magazine. 1 million pair sold over 1 million pair of z-coil s have been sold and are worn by many people you know like dustin hoffman, helena bonham carter, joe walsh, bill clinton, shirley maclaine, deepak chopra and many more. how it works this patented technology gets to the source of the pain which is impact. by reducing impact, pain is greatly reduced, giving sufferers an alternative to custom orthotics, over-the-counter pills, prescription medications and surgery. each pair features open or enclosed replaceable steel springs in the heel. above the spring is a built-in orthotic. the result is significant impact reduction while providing increased foot support. we are retired -------so we're selling them at 1/2 off and we pay the shipping! size women's 10 z-breeze sandals"
39031,_missing_,7.0,84.3883065576,mcm back pack for heather,mcm back pack for heather,new
16176,Apple,125.0,10.7922483915,iphone 5 s,iphone 5 s,very good condition used only for boost mobile. will include case.
73671,Apple,150.0,13.1116818352,iphone 20 x headphone.,iphone 20 x headphone,new oem earpod mic/remote earbud headphones iphone 5 / 5s/ 6 /6s/ 6+
81099,_missing_,143.0,12.3043507104,mini drone,mini drone,"mini drone, doesn't work that well"
64886,_missing_,180.0,15.584088373,wireless. waterproof. ear buds by braggi,wireless waterproof ear buds by braggi,last pair! get them before the price hike. perfect for the new iphone7 bluetooth wireless ear buds. sensational. very cool technology. this is my last pair. ~amazing sound~ ~waterproof- swim shower hike~ ~track your health stats~ answer your phone hands free - just tap your ear. ask siri for directions - she will answer directly into your ear (so cool!) brand new in box. never opened. free overnight shipping fedex (weekdays) fits your ear beautifully.
128700,Guerlain,300.0,26.5501117099,three guerlain hold for courtney s,three guerlain hold for courtney s,perfumes.. this is a special order hold ****this order will be available for purchase of not gone by midnight****
62970,L'Oreal,165.0,14.068718686,make up lot,make up lot,bundle for yvonne brand new
20769,_missing_,359.0,31.6604735928,free people one of a kind earth quilt,free people one of a kind earth quilt,original piece from the free people headquarters. this was made a few years ago and there is only one. the team made this quilt as a project for earth day i believe. it's beautiful and made with so many intricate details. i bought this from another person but feel it needs a better home:) i really hope you adore this. it's absolutely breathtaking ! let me know if you have any questions at all
94738,Hollister Co.,0.0,10.0306288839,hollister t-shirt,hollister tshirt,hot pink men's hollister shirt! size s
43608,MAC,506.0,44.9261999807,mac mariah carey set,mac mariah carey set,"includes: -eyeshadow quad ""it's everything"" -eyeshadow quad ""im that chick you like"" -powder blush ""you've got me feeling"" -lipstick ""bit of bubbly"" x2 -lipstick ""dahhlinggg!"" -lipstick ""mcizzle"" -lipglass ""rainbow interlude"" -online exclusive lipglass ""butterfly bling"" -lipglass ""dreamlover"" -lipglass ""its just like honey"" -lipliner ""so dramatique"" x2"
51329,_missing_,3.0,43.3603749167,reserved show me your mumu,reserved show me your mumu,saved by the screech- trapeze dress-size small. worn once! love it just too long!
26953,Old Navy,0.0,10.1222706406,size 2t old navy cardigan sweater,size 2t old navy cardigan sweater,this is a size 2t old navy cardigan sweater in excellent gently used condition
55162,Sephora,613.0,53.8809311158,"marc jacobs , too faced, urban decay",marc jacobs too faced urban decay,bundle listing prices only : will not separate this listing!!!!! from marc jacobs crease & shadow brushes2 @40 too faced shadow insurance 3@10 (30) urban decay naked lipstick 3@10 (30) anastasia moonchild [rm] naked heat 5@35 (175) anastasia subculture 5@32 (160) natasha denona star palette 120 anastasia mr 30
86291,_lo_count_,180.0,15.1566729659,thom browne leather cardholder,thom browne leather cardholder,"authentic thom browne pebble-grain leather cardholder. brand new. never used. great condition. perfect for a gift! comes with original box. message me! depth: 0.5 cm, height 7 cm, width 10 cm"
34914,Pokemon,125.0,10.2128076329,binder with 936 pokemon cards mix,binder with 936 pokemon cards mix,936 total cards mix with newer cards lots of commons uncommon rare and holo/ reverse holos. offers accepted
114740,_missing_,216.0,18.3047519467,bundle - two cc fashion cuffs,bundle two cc fashion cuffs,per messages on single listing
115198,Oakley,9.0,111.468380128,oakley batwolf (polarized),oakley batwolf polarized,"brand new authentic sunglasses and frames! all glasses include original box, case, dust cloth and authentic documents. model # included in pics.   yes they are 100% authentic    all prices are firm please do not negotiate prices only bundle deals   i am unable to try on glasses they are brand new and i would like to keep them that way.   i ship same or next day on all glasses"
120931,_missing_,255.0,21.7564566498,white dutch angel dragon fursuit partial,white dutch angel dragon fursuit partial,"this fursuit is white-brown-black. it has grey wings,brown digigrade legs, a grey,white and pink tail and a white,brown and black head. (the tongue is blue and forked.) the eyes are mesh, and she has brown scars under her eyes."
125706,_missing_,104.0,8.30077402491,1956 ted willams,1956 ted willams,nice old ted willams card 1956 tops was my grandpa's found in his stuff
26571,_missing_,0.0,10.3761016784,girls outfit minnie mouse,girls outfit minnie mouse,"adorable minnie mouse shirt and matching outfit pants minnie mouse shirt has cute embellishment, guc pants have a little bit of piling in the behind area, hardly noticeable- picture makes it look worse than it is but i'd rather you be pleasantly surprised when you receive this. check my page to bundle and save on shipping i discount bundles"
57684,_missing_,125.0,10.0276237474,light camera lashes,light camera lashes,3 light camera action 5 better than sex
142996,Louis Vuitton,700.0,59.4199961199,for moira17,for moira17,this is for moira17 only. if youre not the person i listed in the title and description. do not buy.
71470,UGG Australia,4.0,57.308747691,reserved split payment for pretty123,reserved split payment for pretty123,no description yet
56607,Victoria's Secret,256.0,20.629277069,pink college mini dog,pink college mini dog,victoria secret pink go blue m college mini dog this will only be on sell until nov 21 since this site is going to start charging a fee. if you have any question just ask
72941,FOREVER 21,0.0,10.8934053825,lace peplum top,lace peplum top,no description yet
36526,_missing_,170.0,13.3567209277,"lip, eyeshadow, pill, or creme box",lip eyeshadow pill or creme box,"i am selling never used genuine cloisonne pill box. the inside pill holder can also be taken out of you wish to put something else in it such as homemade lip gloss, your favorite duo of eyeshadow, or even pair lip and eye together, store little trinket. this will not tarnish or change color. measures 1 1/2""x1 1/2"" made in taiwan. if you would like more than one, let me know. i also have more styles and colors on my page. 33 items"
115482,_missing_,239.0,19.0512624354,snes castlvania dracula x,snes castlvania dracula x,game is in excellent working condition manuel is in decent shape wurh minor wear. sticker on front see picture
15263,_missing_,0.0,11.0274410082,10 things i hate about you/moonlight,10 things i hate about you moonlight,10th anniversary of the film overall in great condition. only blemish is a name is written on front of disc. includes moonlight bluray
112159,Konami,184.0,14.3529137273,yugioh,yugioh,blue-eyes white dragon mint first edition lob-001 price is firm no free shipping
44739,_missing_,195.0,15.1270947963,chest for chris,chest for chris,no description yet
22674,_missing_,346.0,27.4843532445,victoria's secret bundle [rm],victoria ' s secret bundle rm,4 sweatshirts 3 sweatsuits 2yoga pants
19167,_missing_,165.0,12.6177714323,rare squishy offers!,rare squishy offers,"i am looking for offers all are brand new with no defects will give discounts if you can pay with p p no lowballs, i will block. thank you for looking (:   "
139320,Acer,750.0,60.275025467,acer predator z35,acer predator z35,acer predator z35 ultrawide curved monitor! 21:9 1920x1080p up to 200hz 4ms gtg it runs like the day i bought it! you will be ahead of everyone else with this monitor! [rm] to ship! [rm] for the monitor and [rm] to ship
61816,_missing_,0.0,11.2634169246,perfectly posh all fall down hand cream,perfectly posh all fall down hand cream,"new, never opened! bundle and save!"
108066,_missing_,0.0,11.3022152258,game of thrones iphone 6 6s case,game of thrones iphone 6 6s case,"please read: ****we will ship the case for the size listed in the title, unless you are interested in a different size then message us with the your phone size***** *** all cases are also available for iphone 6/6s , 6 plus (6+)/ 6s plus (6s+) , iphone 7, and iphone 7 plus (7+) ! check out my store or message if interested in other sizes. *** details:  new in the packaging  high quality dope iphone case, printed in the u.s.!  features full 3d printed design all around the case  material is a hard plastic snap on case.  same or next day shipping with usps first class mail. tracking is provided instantly when shipped!  price is firm unless looking for bundle deals. message us if interested.  if there's a listing up, then the item is still available! much more dope designs such as nike, supreme, bathing ape and more in our store!"
49170,Orbit Baby,650.0,51.9063263863,new in box orbit toddler car seat,new in box orbit toddler car seat,no description yet
40882,_missing_,0.0,11.5075462967,baby leggings,baby leggings,baby girl donut leggings. size 0-3months. like new! 6+4shipping or 9 total.
25225,CoverGirl,0.0,11.5475297161,covergirl professional (item#015),covergirl professional item015,"3 - .3fl very black 3 in 1 waterproof mascara  hypoallergenic & suitable for contact wearers  removes easily with cg clean makeup remover *bundle with my other available items to save on shipping, just mention item #*"
114103,Mary Kay,282.0,21.5091367052,mary kay pack saved for jenny,mary kay pack saved for jenny,12 lipsticks 43 eye shadows 21 blushes
146312,_missing_,0.0,11.7030771192,school girl skirt,school girl skirt,"costume short school girl skirt with velcro latch in back (pictured) no size tag so i would guess a small tags: school girl uniform skirt, dark navy blue, naughty, cute, kawaii, japanese, anime, anime girl, kinky, chinese, japan, costume, cosplay , short, mini, micro"
45269,Hollister,0.0,11.7564631874,hollister jeans,hollister jeans,size 5
16661,Similac,383.0,29.0463974319,lot of 20 tubs similac advance,lot of 20 tubs similac advance,"lot of 20tubs similac advance 1.45lb stage 1 12months brand new, never been used. please keep in mind that sealed( which is the yellow color thing on the top left) may be broken during transit but the tub is never opened or been used. expiration date is 2019( month may vary from january-december). i will let know the month when its ready to ship. shipping is based on the weight of the items, so please buy more to save your shipping fee. thank you"
130163,Chanel,520.0,39.5248548497,chanel card holder,chanel card holder,never used. price firm. just asking for the price i originally paid
